51
(-10,-0.370661,0) (0.8, 0.8, 0) (0, 0)
(-9.6,-0.163051,0) (0.8, 0.8, 0) (0, 0)
(-9.2,0.239885,0) (0.8, 0.8, 0) (0, 0)
(-8.8,0.604896,0) (0.8, 0.8, 0) (0, 0)
(-8.4,0.649301,0) (0.8, 0.8, 0) (0, 0)
(-8,0.240144,0) (0.8, 0.8, 0) (0, 0)
(-7.6,-0.459639,0) (0.8, 0.8, 0) (0, 0)
(-7.2,-1.02723,0) (0.8, 0.8, 0) (0, 0)
(-6.8,-1.02226,0) (0.8, 0.8, 0) (0, 0)
(-6.4,-0.306137,0) (0.8, 0.8, 0) (0, 0)
(-6,0.783534,0) (0.8, 0.8, 0) (0, 0)
(-5.6,1.56889,0) (0.8, 0.8, 0) (0, 0)
(-5.2,1.44609,0) (0.8, 0.8, 0) (0, 0)
(-4.8,0.329884,0) (0.8, 0.8, 0) (0, 0)
(-4.4,-1.1914,0) (0.8, 0.8, 0) (0, 0)
(-4,-2.15526,0) (0.8, 0.8, 0) (0, 0)
(-3.6,-1.83735,0) (0.8, 0.8, 0) (0, 0)
(-3.2,-0.284896,0) (0.8, 0.8, 0) (0, 0)
(-2.8,1.61896,0) (0.8, 0.8, 0) (0, 0)
(-2.4,2.66331,0) (0.8, 0.8, 0) (0, 0)
(-2,2.09585,0) (0.8, 0.8, 0) (0, 0)
(-1.6,0.166379,0) (0.8, 0.8, 0) (0, 0)
(-1.2,-1.96886,0) (0.8, 0.8, 0) (0, 0)
(-0.8,-2.96058,0) (0.8, 0.8, 0) (0, 0)
(-0.4,-2.14519,0) (0.8, 0.8, 0) (0, 0)
(0,0,0) (0.8, 0.8, 0) (0, 0)
(0.400001,2.1452,0) (0.8, 0.8, 0) (0, 0)
(0.8,2.96058,0) (0.8, 0.8, 0) (0, 0)
(1.2,1.96886,0) (0.8, 0.8, 0) (0, 0)
(1.6,-0.166384,0) (0.8, 0.8, 0) (0, 0)
(2,-2.09585,0) (0.8, 0.8, 0) (0, 0)
(2.4,-2.66331,0) (0.8, 0.8, 0) (0, 0)
(2.8,-1.61896,0) (0.8, 0.8, 0) (0, 0)
(3.2,0.284896,0) (0.8, 0.8, 0) (0, 0)
(3.6,1.83735,0) (0.8, 0.8, 0) (0, 0)
(4,2.15526,0) (0.8, 0.8, 0) (0, 0)
(4.4,1.1914,0) (0.8, 0.8, 0) (0, 0)
(4.8,-0.329886,0) (0.8, 0.8, 0) (0, 0)
(5.2,-1.44609,0) (0.8, 0.8, 0) (0, 0)
(5.6,-1.56889,0) (0.8, 0.8, 0) (0, 0)
(6,-0.783534,0) (0.8, 0.8, 0) (0, 0)
(6.4,0.306137,0) (0.8, 0.8, 0) (0, 0)
(6.8,1.02226,0) (0.8, 0.8, 0) (0, 0)
(7.2,1.02723,0) (0.8, 0.8, 0) (0, 0)
(7.6,0.459638,0) (0.8, 0.8, 0) (0, 0)
(8,-0.240144,0) (0.8, 0.8, 0) (0, 0)
(8.4,-0.649301,0) (0.8, 0.8, 0) (0, 0)
(8.8,-0.604896,0) (0.8, 0.8, 0) (0, 0)
(9.2,-0.239884,0) (0.8, 0.8, 0) (0, 0)
(9.6,0.163051,0) (0.8, 0.8, 0) (0, 0)
(10,0.370661,0) (0.8, 0.8, 0) (0, 0)
