100
(-5, 0, -35.0602) (1, 1, 1) (0, 0)
(-4.89899, 0, -32.4463) (1, 1, 1) (0, 0)
(-4.79798, 0, -29.946) (1, 1, 1) (0, 0)
(-4.69697, 0, -27.5574) (1, 1, 1) (0, 0)
(-4.59596, 0, -25.278) (1, 1, 1) (0, 0)
(-4.49495, 0, -23.1056) (1, 1, 1) (0, 0)
(-4.39394, 0, -21.038) (1, 1, 1) (0, 0)
(-4.29293, 0, -19.073) (1, 1, 1) (0, 0)
(-4.19192, 0, -17.2083) (1, 1, 1) (0, 0)
(-4.09091, 0, -15.4416) (1, 1, 1) (0, 0)
(-3.9899, 0, -13.7708) (1, 1, 1) (0, 0)
(-3.88889, 0, -12.1935) (1, 1, 1) (0, 0)
(-3.78788, 0, -10.7076) (1, 1, 1) (0, 0)
(-3.68687, 0, -9.31076) (1, 1, 1) (0, 0)
(-3.58586, 0, -8.00074) (1, 1, 1) (0, 0)
(-3.48485, 0, -6.77532) (1, 1, 1) (0, 0)
(-3.38384, 0, -5.63224) (1, 1, 1) (0, 0)
(-3.28283, 0, -4.56927) (1, 1, 1) (0, 0)
(-3.18182, 0, -3.58416) (1, 1, 1) (0, 0)
(-3.08081, 0, -2.67466) (1, 1, 1) (0, 0)
(-2.9798, 0, -1.83854) (1, 1, 1) (0, 0)
(-2.87879, 0, -1.07354) (1, 1, 1) (0, 0)
(-2.77778, 0, -0.377422) (1, 1, 1) (0, 0)
(-2.67677, 0, 0.25206) (1, 1, 1) (0, 0)
(-2.57576, 0, 0.81715) (1, 1, 1) (0, 0)
(-2.47475, 0, 1.32009) (1, 1, 1) (0, 0)
(-2.37374, 0, 1.76313) (1, 1, 1) (0, 0)
(-2.27273, 0, 2.14851) (1, 1, 1) (0, 0)
(-2.17172, 0, 2.47847) (1, 1, 1) (0, 0)
(-2.07071, 0, 2.75527) (1, 1, 1) (0, 0)
(-1.9697, 0, 2.98113) (1, 1, 1) (0, 0)
(-1.86869, 0, 3.15832) (1, 1, 1) (0, 0)
(-1.76768, 0, 3.28908) (1, 1, 1) (0, 0)
(-1.66667, 0, 3.37564) (1, 1, 1) (0, 0)
